product_id,product_name,category,subcategory,brand,unit_price,cost_price,supplier,launch_date
238,Keep Kids Wear 347,Clothing,Kids Wear,Luna-Lang,437.93,188.74,Saunders LLC,2023-09-04
239,Huge Men's Wear 144,Clothing,Men's Wear,Price Group,253.49,115.39,Marshall-Brown,2023-03-27
240,Trip Women's Wear 918,Clothing,Women's Wear,Howard-Hernandez,857.51,442.6,Chapman PLC,2024-09-22
241,People Men's Wear 144,Clothing,Men's Wear,Ortega-Andrews,633.31,436.56,Davis LLC,2025-10-07
242,Cultural Kids Wear 201,Clothing,Kids Wear,Aguilar-Beck,893.61,600.17,Walker Inc,2024-01-28
243,True Accessories 115,Clothing,Accessories,Nichols-Sexton,178.02,113.83,Peterson Ltd,2025-03-24
244,Guess Footwear 864,Clothing,Footwear,Moore-Johnson,854.06,343.09,"Taylor, Vaughan and Taylor",2025-07-22
245,Sea Women's Wear 541,Clothing,Women's Wear,"Mullins, Short and Mccarty",695.48,450.93,Castillo-Moyer,2024-09-07
246,Lay Kids Wear 251,Clothing,Kids Wear,"Jacobs, Goodman and Whitaker",630.72,360.16,Henry LLC,2025-01-20
247,Guy Footwear 813,Clothing,Footwear,"West, Salazar and Kim",546.18,300.27,"Wade, Anderson and Schultz",2023-09-22
248,Lose Men's Wear 948,Clothing,Men's Wear,Johnston-Davis,332.6,150.89,Valdez LLC,2025-11-04
249,Determine Footwear 555,Clothing,Footwear,"Calderon, Porter and Blanchard",628.81,348.64,Conner-Jones,2025-08-05
250,For Accessories 929,Clothing,Accessories,Lewis-Harris,674.62,299.35,"Wheeler, Byrd and Robinson",2023-04-06
251,Report Footwear 707,Clothing,Footwear,"Pollard, Lucero and Walker",167.64,82.94,"Carroll, Cross and Lopez",2025-04-09
252,Executive Women's Wear 485,Clothing,Women's Wear,Carlson LLC,826.17,332.52,Hill-Brewer,2024-10-31
253,Drop Men's Wear 141,Clothing,Men's Wear,"Howard, Willis and Carter",994.64,673.35,Park Inc,2024-01-10
254,Down Kids Wear 122,Clothing,Kids Wear,Bullock PLC,933.23,458.67,Dunlap-Fox,2025-01-09
255,Matter Women's Wear 978,Clothing,Women's Wear,Willis Ltd,147.2,86.07,"King, Austin and Ortiz",2024-04-24
256,Tell Accessories 932,Clothing,Accessories,Moore Inc,66.2,35.05,Douglas-Smith,2025-04-13
257,Pay Kids Wear 844,Clothing,Kids Wear,Cameron-Obrien,877.24,553.8,Kennedy-Rogers,2023-09-12
258,World Men's Wear 437,Clothing,Men's Wear,Garcia-George,646.41,401.07,Merritt-Klein,2023-07-10
259,Guy Kids Wear 299,Clothing,Kids Wear,"Powell, Bennett and Holmes",176.88,98.4,"Romero, Kline and Cannon",2024-03-18
260,Plan Kids Wear 192,Clothing,Kids Wear,Smith-Mcneil,755.0,480.02,Johnson PLC,2024-12-09
261,Spend Kids Wear 398,Clothing,Kids Wear,Mendez and Sons,710.23,414.79,Wilson PLC,2023-08-31
262,Gas Men's Wear 536,Clothing,Men's Wear,Williams-Collins,525.42,281.7,Wood and Sons,2025-07-16
263,Free Accessories 645,Clothing,Accessories,"Garrett, Owen and Griffin",39.92,24.64,Hernandez-Franklin,2024-12-22
264,Always Women's Wear 614,Clothing,Women's Wear,"Gonzales, Morgan and Vargas",416.69,169.94,Walton-Novak,2023-04-09
265,Stuff Women's Wear 785,Clothing,Women's Wear,"Moore, Allen and Contreras",471.71,269.44,Marks-Johnson,2025-02-08
266,Assume Men's Wear 845,Clothing,Men's Wear,Estrada-Powell,446.3,186.46,Campos-Clay,2023-12-07
267,Others Accessories 487,Clothing,Accessories,Hill and Sons,975.68,624.35,"Jones, Griffin and Crawford",2025-02-17
268,Rich Kids Wear 311,Clothing,Kids Wear,Bernard PLC,697.19,356.4,Higgins-Craig,2025-11-16
269,Together Accessories 170,Clothing,Accessories,Ramirez-Weber,228.62,138.08,Black Ltd,2025-07-24
270,Fire Footwear 732,Clothing,Footwear,"Rivera, Mendez and Lamb",53.09,24.79,Mack-Taylor,2023-09-06
271,Positive Accessories 692,Clothing,Accessories,Garcia-Hopkins,265.12,149.18,Robertson and Sons,2025-08-04
272,Language Men's Wear 278,Clothing,Men's Wear,Bell-Martin,277.34,127.91,Vazquez LLC,2025-09-26
273,Half Women's Wear 933,Clothing,Women's Wear,Bryant-Gill,677.16,314.44,"Sherman, Shaffer and Hicks",2023-09-02
274,Buy Kids Wear 583,Clothing,Kids Wear,"Jacobs, Mooney and Cole",377.06,154.51,Perez-White,2025-08-07
275,Begin Accessories 991,Clothing,Accessories,Harris Group,556.35,252.49,"Smith, Parks and Taylor",2023-11-26
276,Model Accessories 567,Clothing,Accessories,"Gonzalez, Williams and Lee",583.05,287.04,Smith Group,2023-07-18
277,Grow Accessories 911,Clothing,Accessories,Sullivan and Sons,974.08,669.22,Stephens Group,2024-11-29
278,Today Footwear 394,Clothing,Footwear,"Brown, Kline and Thomas",741.95,328.26,Odonnell LLC,2025-04-22
279,Natural Footwear 110,Clothing,Footwear,Williams-Scott,88.16,35.3,Buckley Ltd,2024-07-22
280,Politics Women's Wear 265,Clothing,Women's Wear,"Rice, Atkins and West",315.75,196.92,"Green, Johnston and Cook",2025-06-06
281,Sister Footwear 128,Clothing,Footwear,Bryant and Sons,817.44,429.94,Yu-Mathews,2024-08-04
282,Your Accessories 599,Clothing,Accessories,"Johnson, Martin and Vance",539.8,272.15,Solis-James,2023-10-11
283,Study Women's Wear 254,Clothing,Women's Wear,"Rogers, Jones and Hodges",14.4,6.93,Martinez Group,2024-08-02
284,Budget Kids Wear 236,Clothing,Kids Wear,Porter-Hudson,350.3,170.33,Franklin-Fuller,2024-03-04
285,Could Footwear 771,Clothing,Footwear,Wilson Inc,574.38,358.78,Martin-Mora,2024-04-20
286,Single Women's Wear 339,Clothing,Women's Wear,"Lee, Sutton and Hill",697.34,332.13,"Leonard, Gonzalez and Flores",2023-12-28
287,Health Footwear 752,Clothing,Footwear,Smith Inc,858.16,466.37,"Lloyd, Bryant and Coleman",2025-04-04
288,Center Women's Wear 754,Clothing,Women's Wear,"Boyd, Burch and Vance",790.02,319.72,Johnson PLC,2023-10-18
289,Exactly Accessories 747,Clothing,Accessories,"Deleon, Ray and Harper",979.45,672.01,Blair-Garrett,2022-12-29
290,Individual Women's Wear 169,Clothing,Women's Wear,Jones-Wilkinson,344.15,232.99,Palmer Group,2023-07-11
291,Election Kids Wear 652,Clothing,Kids Wear,"Friedman, Hughes and Yang",910.51,475.68,"Lozano, Murphy and Williams",2025-04-27
292,Sort Accessories 327,Clothing,Accessories,Hart Inc,256.81,146.17,"Ward, Sanchez and Lopez",2023-07-11
293,Town Accessories 625,Clothing,Accessories,"Williams, Jacobson and Carter",482.8,271.01,Evans LLC,2024-07-27
294,Mean Footwear 236,Clothing,Footwear,Blair Group,663.14,450.72,"Myers, Wilcox and Miller",2024-04-24
295,Rock Kids Wear 541,Clothing,Kids Wear,Arellano and Sons,78.14,32.83,"Taylor, Cobb and Martinez",2025-04-15
296,Card Women's Wear 182,Clothing,Women's Wear,"Yang, Torres and Alexander",781.61,477.87,"Abbott, Bryan and Jackson",2025-07-28
297,Recent Footwear 303,Clothing,Footwear,"Griffin, Roberts and Ramos",206.3,100.71,Booker Ltd,2023-11-27
298,Only Accessories 285,Clothing,Accessories,Jones-Parker,309.35,185.93,"Pugh, Terry and Sparks",2024-12-16
299,West Footwear 896,Clothing,Footwear,Reese and Sons,926.41,468.49,Davis-Kim,2023-05-16
300,Apply Men's Wear 262,Clothing,Men's Wear,Thompson-Yu,57.97,26.76,"Lee, Hill and Nelson",2023-04-18
301,Buy Kids Wear 130,Clothing,Kids Wear,Esparza-Ferguson,426.45,227.17,Nash PLC,2023-09-01
302,Town Kids Wear 762,Clothing,Kids Wear,"Reynolds, Cabrera and Branch",327.5,170.9,"Tucker, Rivas and Collins",2023-07-09
303,Administration Women's Wear 959,Clothing,Women's Wear,Anthony and Sons,55.13,37.21,"Thompson, Guzman and Anderson",2023-04-20
304,Growth Footwear 223,Clothing,Footwear,Patterson-Thompson,576.23,331.56,"Jones, King and Hart",2025-06-06
305,Whatever Kids Wear 953,Clothing,Kids Wear,Hammond-Hughes,955.27,589.57,Graham LLC,2024-05-16
306,Mouth Accessories 213,Clothing,Accessories,Mccormick-Sanders,595.91,264.91,"Smith, Reyes and Baker",2024-02-10
307,Yet Women's Wear 293,Clothing,Women's Wear,"Vargas, Rodriguez and Walsh",202.64,124.56,"Vega, Marshall and Reed",2024-06-29
308,South Kids Wear 289,Clothing,Kids Wear,Willis LLC,786.43,348.56,Simpson-Robinson,2023-10-26
309,Reflect Footwear 746,Clothing,Footwear,Hampton LLC,545.47,339.82,"Smith, Pratt and Jacobs",2024-03-26
310,Me Footwear 241,Clothing,Footwear,Fritz PLC,406.16,250.57,Pena Ltd,2023-04-10
311,Campaign Men's Wear 973,Clothing,Men's Wear,Hoover-Hill,924.05,505.74,"Woods, Hamilton and Mitchell",2023-02-13
312,Between Women's Wear 341,Clothing,Women's Wear,"Carroll, Chase and Austin",955.33,662.2,Garcia Group,2023-01-16
313,American Kids Wear 569,Clothing,Kids Wear,Russell-Smith,746.5,397.69,"Clark, Roberts and Frost",2025-11-13
314,State Accessories 541,Clothing,Accessories,"Gilbert, Tanner and Nicholson",235.97,145.42,Clark-Lopez,2024-01-09
315,Arm Men's Wear 637,Clothing,Men's Wear,Norris and Sons,154.52,89.22,Payne PLC,2023-05-26
316,It Women's Wear 760,Clothing,Women's Wear,Quinn Ltd,977.93,438.34,"Cook, Gray and Booth",2023-04-19
317,Foreign Women's Wear 673,Clothing,Women's Wear,Williams-Mathews,709.06,309.67,Anderson-Rojas,2024-01-04
318,Side Footwear 344,Clothing,Footwear,Adams-Banks,650.94,271.54,Berger-Martinez,2023-10-21
319,Executive Women's Wear 747,Clothing,Women's Wear,Winters-Gomez,933.75,630.81,"Wall, Hamilton and Mckee",2024-10-12
320,Actually Footwear 236,Clothing,Footwear,Maxwell PLC,549.56,273.54,Howard-Anderson,2023-08-28
321,Challenge Accessories 716,Clothing,Accessories,Hutchinson-Cain,648.18,365.85,Stephens-Solis,2023-02-27
322,Reach Women's Wear 753,Clothing,Women's Wear,"Shaw, Diaz and Rice",420.68,267.04,"Grant, Valencia and Frank",2023-11-25
323,Development Men's Wear 761,Clothing,Men's Wear,Miller LLC,492.99,324.21,Prince LLC,2024-11-13
324,Drive Women's Wear 486,Clothing,Women's Wear,Cantu-Garcia,51.23,26.07,Acosta-Reed,2024-11-24
325,Number Footwear 304,Clothing,Footwear,Harper-Scott,969.33,570.8,"Brown, Ray and Lewis",2024-08-06
326,School Accessories 279,Clothing,Accessories,Patrick LLC,698.51,321.1,Jones and Sons,2023-12-18
327,One Women's Wear 849,Clothing,Women's Wear,"Maldonado, Cruz and Hutchinson",454.07,312.97,"Tran, Johnson and Santiago",2024-04-16
328,Six Men's Wear 583,Clothing,Men's Wear,Smith Group,829.45,545.19,"Lopez, Hamilton and Anderson",2024-09-14
329,Democrat Accessories 989,Clothing,Accessories,"Diaz, Navarro and Henry",361.21,162.1,"Moore, Gibson and Parker",2025-09-23
330,Forward Accessories 271,Clothing,Accessories,"Wilson, Valentine and Patel",863.94,477.32,Webster Ltd,2023-07-04
331,Sound Women's Wear 998,Clothing,Women's Wear,Thompson-Mcclure,420.09,227.46,"Taylor, Johnson and Garcia",2023-12-18
332,Game Kids Wear 222,Clothing,Kids Wear,Johnson Ltd,630.03,264.58,Brown-Moore,2024-10-03
333,Least Lighting 370,Home & Garden,Lighting,Dennis LLC,648.54,439.39,Arnold-Palmer,2022-12-04
334,Probably Furniture 215,Home & Garden,Furniture,Carroll-Cox,293.73,118.59,Mckee PLC,2022-12-15
335,Later Garden Tools 566,Home & Garden,Garden Tools,Davis-Green,899.01,530.47,"Johnson, Smith and Barrera",2023-03-11
336,Interesting Garden Tools 437,Home & Garden,Garden Tools,Frye-Garcia,405.9,170.77,Jackson-Allen,2025-11-03
337,Social Lighting 714,Home & Garden,Lighting,"Morgan, Alvarado and White",642.22,268.12,Wilson-Navarro,2024-05-18
338,Including Kitchen 872,Home & Garden,Kitchen,Miller and Sons,585.45,262.0,Collins and Sons,2025-09-02
339,Across Decor 497,Home & Garden,Decor,Morris Inc,504.42,234.42,Wilson and Sons,2024-01-24
340,Age Kitchen 958,Home & Garden,Kitchen,Taylor Group,113.86,69.04,Reyes Group,2025-04-26
341,Record Lighting 849,Home & Garden,Lighting,Miranda-Mcclure,767.2,374.72,"Montgomery, Burke and Martin",2023-06-24
342,Thousand Garden Tools 894,Home & Garden,Garden Tools,Smith and Sons,29.67,19.35,Webb LLC,2024-08-17
343,Available Garden Tools 877,Home & Garden,Garden Tools,"Neal, Sutton and Howard",997.99,545.33,Hall-Molina,2024-09-20
344,Recognize Kitchen 212,Home & Garden,Kitchen,"Weaver, Gomez and Klein",581.59,355.63,Henderson and Sons,2024-05-03
345,Skill Furniture 734,Home & Garden,Furniture,Hoover-Bonilla,902.34,494.09,Payne LLC,2025-03-31
346,Score Garden Tools 930,Home & Garden,Garden Tools,"Reyes, Williams and Tucker",625.34,415.46,Anderson PLC,2023-10-10
347,Professor Kitchen 165,Home & Garden,Kitchen,"Larsen, Gonzalez and Baker",337.7,189.27,"Moore, Campbell and Sheppard",2023-09-01
348,Interview Decor 610,Home & Garden,Decor,Chapman LLC,952.98,512.52,Smith-Washington,2025-04-23
349,Year Furniture 902,Home & Garden,Furniture,Smith-Turner,253.84,157.6,Gray-Savage,2024-11-09
350,Number Decor 551,Home & Garden,Decor,"Simpson, Sloan and Jennings",33.86,17.7,Brown Inc,2023-11-03
351,Degree Garden Tools 152,Home & Garden,Garden Tools,"Hansen, Griffin and Ewing",317.43,187.31,"Smith, Martin and Edwards",2023-02-03
352,While Lighting 146,Home & Garden,Lighting,Miller LLC,216.9,116.14,Mccarty-Wilson,2025-03-05
353,Black Garden Tools 749,Home & Garden,Garden Tools,"Finley, Green and Hutchinson",796.95,503.47,"Hart, Palmer and Jones",2025-01-07
354,Light Furniture 863,Home & Garden,Furniture,"Allen, Taylor and Patrick",945.76,631.09,"Dunn, Yates and Mays",2023-04-06
355,Like Kitchen 795,Home & Garden,Kitchen,Murray-Francis,214.23,95.17,Baker-Gallagher,2024-10-29
356,Herself Lighting 646,Home & Garden,Lighting,Mosley-Anderson,761.89,443.67,"Schmidt, Phillips and Cameron",2024-04-21
357,Worry Decor 185,Home & Garden,Decor,Glass LLC,577.04,253.39,Ramsey Group,2024-12-12
358,Right Furniture 364,Home & Garden,Furniture,"Rose, Mills and Taylor",355.11,228.62,Jackson-Kim,2023-09-11
359,Light Kitchen 800,Home & Garden,Kitchen,"Peterson, Jackson and Hernandez",317.49,176.77,Mack Group,2024-01-18
360,Which Lighting 964,Home & Garden,Lighting,Rivera LLC,908.13,480.32,Brown-Hamilton,2024-07-20
361,Yard Kitchen 363,Home & Garden,Kitchen,Kirk-Savage,139.13,59.64,"Hayes, Mathews and Rollins",2023-10-07
362,Science Garden Tools 763,Home & Garden,Garden Tools,Ayala-Jackson,877.84,432.7,Stephens-Rogers,2023-08-14
363,Agree Decor 207,Home & Garden,Decor,Adams LLC,131.07,74.06,Mitchell-Fleming,2025-11-10
364,Matter Kitchen 711,Home & Garden,Kitchen,Mcintyre Group,84.61,43.15,Strong and Sons,2023-12-16
365,Walk Kitchen 405,Home & Garden,Kitchen,"Butler, James and Barnes",440.96,267.82,"Harrison, Morgan and Park",2023-08-12
366,Fill Kitchen 326,Home & Garden,Kitchen,Perez-Cantrell,453.07,192.49,Buchanan and Sons,2023-05-02
367,Simply Furniture 916,Home & Garden,Furniture,"Torres, Rogers and Watson",110.87,47.16,Mckinney and Sons,2023-08-24
368,Create Furniture 832,Home & Garden,Furniture,"Rios, Smith and Lee",806.89,539.83,Russell Ltd,2023-08-21
369,Where Kitchen 961,Home & Garden,Kitchen,"Young, Brown and Scott",179.96,85.14,Hancock-Briggs,2025-06-27
370,Discussion Decor 375,Home & Garden,Decor,Harris-Jensen,502.04,256.37,Deleon PLC,2024-04-24
371,Raise Lighting 649,Home & Garden,Lighting,Walters-Marquez,475.82,206.38,Chen Ltd,2024-08-21
372,Star Furniture 163,Home & Garden,Furniture,Shelton-Boyd,298.14,129.19,Roberts-Robbins,2024-01-22
373,How Furniture 572,Home & Garden,Furniture,Dean-Wade,792.69,323.32,Baker-Carroll,2024-08-13
374,Food Lighting 429,Home & Garden,Lighting,"Ramirez, Gonzalez and Lopez",506.05,321.46,Anderson-Jones,2023-03-01
375,Provide Furniture 523,Home & Garden,Furniture,Anderson LLC,591.58,372.57,Thompson Inc,2024-07-21
376,Billion Lighting 904,Home & Garden,Lighting,Chan-Dodson,298.12,120.82,Valentine Inc,2023-06-29
377,Here Furniture 159,Home & Garden,Furniture,Cooper LLC,117.42,53.65,Campos Inc,2023-05-10
378,Try Kitchen 776,Home & Garden,Kitchen,Cruz and Sons,672.25,364.84,"Taylor, Jordan and Santana",2025-03-30
379,Her Lighting 332,Home & Garden,Lighting,Jackson-Hill,620.2,418.76,Savage PLC,2024-09-27
380,Apply Lighting 266,Home & Garden,Lighting,Campbell-Santos,958.65,504.4,Richardson PLC,2023-07-01
381,Owner Lighting 427,Home & Garden,Lighting,Fox-Roberts,482.67,337.35,Taylor Ltd,2025-10-05
382,North Furniture 191,Home & Garden,Furniture,Mason-Doyle,975.07,415.67,Mosley-Norris,2023-07-07
383,Join Decor 533,Home & Garden,Decor,Cruz Ltd,66.68,41.54,Wilkinson PLC,2025-03-23
384,Land Lighting 317,Home & Garden,Lighting,"Byrd, Phillips and Lewis",415.45,226.56,"Goodman, Carpenter and Campos",2024-12-12
385,Past Kitchen 181,Home & Garden,Kitchen,"Hurst, Oliver and Beasley",279.38,119.26,"Burns, Ryan and Holmes",2024-09-15
386,Play Lighting 302,Home & Garden,Lighting,Sweeney LLC,398.13,211.31,Carter and Sons,2023-10-14
387,Agent Furniture 610,Home & Garden,Furniture,Montgomery-Mcdaniel,737.4,441.88,"Ford, Robinson and Cole",2023-05-29
388,Challenge Lighting 353,Home & Garden,Lighting,"Ross, Lewis and Ellis",739.83,509.34,Grimes-Young,2025-08-19
389,Get Decor 193,Home & Garden,Decor,"Franklin, Bowen and Murray",984.34,556.77,Dunn Ltd,2024-01-06
390,American Lighting 176,Home & Garden,Lighting,Fox Ltd,400.61,258.12,"Smith, Burns and Moore",2023-07-31
391,Common Decor 103,Home & Garden,Decor,"Young, Horn and Weiss",204.47,86.26,"Wells, Harris and Martin",2023-08-11
392,Thousand Kitchen 582,Home & Garden,Kitchen,"Garcia, Schaefer and Mccarthy",952.74,603.68,"Moore, Moore and Hess",2022-12-13
393,Writer Furniture 631,Home & Garden,Furniture,White PLC,929.23,466.26,"Baker, Galvan and Beasley",2025-06-04
394,List Lighting 671,Home & Garden,Lighting,Bishop-Davis,918.51,606.14,Taylor-Valentine,2023-09-19
395,Blood Kitchen 634,Home & Garden,Kitchen,Stevens PLC,455.33,245.65,"Mendez, Woods and Moreno",2025-02-24
396,Final Lighting 167,Home & Garden,Lighting,Silva Inc,79.79,50.51,Campbell-Kelley,2023-02-23
397,Husband Garden Tools 328,Home & Garden,Garden Tools,"Clark, Gray and Hudson",37.93,23.65,"Castro, Wilson and Johnson",2025-10-27
398,Figure Garden Tools 330,Home & Garden,Garden Tools,Gutierrez LLC,990.66,517.9,Ross LLC,2023-08-31
399,Particularly Decor 422,Home & Garden,Decor,Mccormick-Franco,250.89,155.98,"Moreno, Williams and White",2025-03-04
400,Production Decor 459,Home & Garden,Decor,"Anderson, Thomas and Francis",471.51,209.97,Marsh PLC,2024-11-09
401,Heavy Decor 881,Home & Garden,Decor,"Lewis, Chen and Wilson",275.5,187.47,Campbell Ltd,2025-09-15
402,A Kitchen 391,Home & Garden,Kitchen,Hunt PLC,676.89,462.44,Ferguson Inc,2023-11-18
403,Public Decor 734,Home & Garden,Decor,Mills and Sons,781.59,492.89,Barnes-Larsen,2025-08-26
404,Pressure Garden Tools 245,Home & Garden,Garden Tools,"Clay, Johnson and Rodriguez",572.64,295.42,Cooke Inc,2024-04-15
405,Single Kitchen 964,Home & Garden,Kitchen,Mcgrath-Henderson,446.96,179.76,"Franklin, Riddle and Wright",2023-04-08
406,Political Garden Tools 419,Home & Garden,Garden Tools,"Li, Hoffman and Hernandez",215.75,107.62,Morris Group,2024-07-13
407,Middle Kitchen 698,Home & Garden,Kitchen,Taylor Group,777.54,434.19,Keith-Arnold,2024-04-25
408,Film Garden Tools 637,Home & Garden,Garden Tools,Hancock LLC,672.61,312.92,"Martin, Bailey and Delgado",2023-05-14
409,Power Kitchen 936,Home & Garden,Kitchen,"Thomas, Mitchell and Pearson",971.14,528.4,"Mclaughlin, Obrien and Roy",2024-08-07
410,Program Garden Tools 724,Home & Garden,Garden Tools,Barrett Ltd,183.63,120.36,Lang-Walker,2025-09-24
411,Drive Lighting 549,Home & Garden,Lighting,Vasquez-Walker,264.46,171.41,Waters Ltd,2024-03-19
412,Trip Kitchen 125,Home & Garden,Kitchen,"Simmons, Myers and Thompson",210.38,86.36,Perkins Group,2022-12-09
413,Through Decor 176,Home & Garden,Decor,Cortez-Rodriguez,174.12,112.93,Zimmerman-Brown,2025-11-17
414,Instead Kitchen 644,Home & Garden,Kitchen,Leonard-Smith,809.46,342.83,Stanton-Martinez,2025-02-15
415,Will Decor 408,Home & Garden,Decor,Chaney-Moreno,991.53,475.12,Lyons Ltd,2023-11-30
416,Member Lighting 560,Home & Garden,Lighting,Galvan LLC,214.71,145.65,Cooper-Higgins,2025-11-15
417,Floor Lighting 145,Home & Garden,Lighting,Martinez-Cline,175.24,92.51,"Carlson, Martinez and Whitney",2024-09-08
418,Fear Furniture 105,Home & Garden,Furniture,Martinez-Rangel,71.81,32.47,Howard-Ross,2024-12-08
419,Tax Garden Tools 513,Home & Garden,Garden Tools,"Noble, Elliott and Flores",285.47,125.83,Bell-Nguyen,2023-05-09
420,Go Kitchen 846,Home & Garden,Kitchen,Murray and Sons,261.38,174.49,Rodriguez-Smith,2025-07-19
421,Smile Furniture 133,Home & Garden,Furniture,Acosta-Ward,401.42,253.26,"Sloan, Robinson and English",2025-03-08
422,Indicate Furniture 797,Home & Garden,Furniture,Carpenter-Mendoza,421.29,180.82,"Martinez, King and Cox",2024-06-03
423,Different Garden Tools 557,Home & Garden,Garden Tools,"Bowen, Larson and Smith",839.96,384.59,Zavala Ltd,2024-07-13
424,Right Garden Tools 718,Home & Garden,Garden Tools,"Brewer, Wilson and Ferguson",100.97,65.35,Jones LLC,2025-09-06
425,After Garden Tools 713,Home & Garden,Garden Tools,Bennett-Garcia,212.16,127.75,"Eaton, Owens and Gonzalez",2023-06-12
426,Future Kitchen 983,Home & Garden,Kitchen,Schultz Ltd,448.57,238.64,Howard-Gonzalez,2024-03-04
427,Eight Kitchen 452,Home & Garden,Kitchen,"Gonzalez, Hayes and Taylor",988.09,615.6,Bradford-Davis,2023-11-12
428,Number Lighting 278,Home & Garden,Lighting,"Velazquez, Johnston and Hampton",145.39,64.97,"Scott, Spencer and Weber",2024-06-27
429,Option Kitchen 357,Home & Garden,Kitchen,"Young, Landry and Perez",507.95,266.76,Stein Ltd,2024-10-28
430,Audience Lighting 597,Home & Garden,Lighting,"Welch, Sutton and Bennett",248.5,155.35,Griffin PLC,2023-02-09
431,Only Kitchen 476,Home & Garden,Kitchen,"Vasquez, Branch and Sawyer",239.01,101.19,Cervantes-Robinson,2023-06-06
432,Not Furniture 802,Home & Garden,Furniture,Andrews PLC,376.4,203.72,Bell-Nelson,2023-04-01
433,Student Lighting 962,Home & Garden,Lighting,Mercado PLC,346.92,230.76,Davis Group,2024-02-17
434,Expect Decor 127,Home & Garden,Decor,Parker LLC,133.6,70.3,"Lloyd, Mcgrath and Williams",2024-02-06
435,Impact Kitchen 202,Home & Garden,Kitchen,Mueller-Serrano,456.91,314.27,Savage LLC,2024-09-12
436,Least Decor 965,Home & Garden,Decor,"Smith, Barton and Johnson",810.41,443.98,Parker and Sons,2024-08-09
437,Soldier Kitchen 506,Home & Garden,Kitchen,Irwin Group,269.19,135.52,Ross-Anderson,2024-12-13
438,Official Decor 313,Home & Garden,Decor,"Jenkins, Brown and Turner",754.21,323.63,"Kramer, Gordon and Park",2023-10-27
439,Really Furniture 175,Home & Garden,Furniture,"Christensen, Shelton and Kirk",337.51,171.93,"Cortez, Heath and Collins",2024-06-02
440,Thus Kitchen 499,Home & Garden,Kitchen,"Tucker, Hughes and Ferguson",386.57,222.66,Howard-Clark,2023-05-04
441,Project Kitchen 920,Home & Garden,Kitchen,Taylor PLC,237.34,136.76,"Mcdaniel, Blair and Hughes",2023-12-24
442,Protect Decor 907,Home & Garden,Decor,"Morris, Cruz and Morgan",660.71,271.05,"Wright, Hale and Rodriguez",2025-06-14
443,Effect Kitchen 822,Home & Garden,Kitchen,"Sims, Johnson and Brown",561.8,382.24,Mason PLC,2023-01-22
444,Fire Furniture 582,Home & Garden,Furniture,Chavez-Weber,873.33,414.19,Carroll-Mercado,2025-08-03
445,Listen Decor 647,Home & Garden,Decor,Whitney and Sons,530.06,284.58,"Glover, Pierce and Barrera",2025-05-27
446,Plan Garden Tools 177,Home & Garden,Garden Tools,"Cox, Patel and Reyes",125.64,64.68,Salazar-Carr,2023-04-21
447,Position Furniture 179,Home & Garden,Furniture,"Martinez, Solomon and Lam",485.55,300.71,Bradley-Gordon,2024-05-02
448,By Kitchen 246,Home & Garden,Kitchen,"White, Evans and Garcia",272.96,170.55,Marquez Group,2023-06-15
449,Old Garden Tools 293,Home & Garden,Garden Tools,Poole LLC,872.7,358.3,"Williams, Long and Thompson",2024-12-29
450,Issue Lighting 335,Home & Garden,Lighting,"Schaefer, Hughes and Wagner",748.76,506.0,"Schmidt, Day and Smith",2023-12-15
451,White Garden Tools 272,Home & Garden,Garden Tools,"Willis, Cantrell and Guzman",310.56,213.98,Butler-Hall,2025-11-28
452,Bill Lighting 570,Home & Garden,Lighting,Ramirez-Pierce,363.08,145.78,"Lee, Lane and Berry",2022-12-22
453,Thousand Lighting 230,Home & Garden,Lighting,Carter-Moore,230.72,101.39,"Avila, West and Harvey",2023-04-25
454,Toward Garden Tools 408,Home & Garden,Garden Tools,"Blair, Long and King",886.73,593.83,Morgan PLC,2023-01-11
455,Face Kitchen 953,Home & Garden,Kitchen,Bell-White,482.97,199.89,Montoya PLC,2023-10-09
456,And Decor 390,Home & Garden,Decor,Lawson Ltd,984.44,492.38,Arias-Garner,2023-08-27
457,Bed Decor 787,Home & Garden,Decor,Ward LLC,423.56,200.66,Moreno-Freeman,2024-05-04
458,Choice Garden Tools 522,Home & Garden,Garden Tools,Thomas PLC,118.06,62.58,"Garcia, Smith and Arroyo",2023-09-15
459,Find Garden Tools 108,Home & Garden,Garden Tools,Rowe Group,704.33,425.68,"Smith, Owens and Herrera",2023-12-10
460,Human Lighting 163,Home & Garden,Lighting,Torres-Spencer,724.38,336.76,Jones Ltd,2025-10-28
461,Star Kitchen 705,Home & Garden,Kitchen,Herrera-Sanders,578.71,334.75,Kim Inc,2024-08-05
462,Figure Decor 492,Home & Garden,Decor,Ferguson-Sanchez,994.77,442.42,Warren and Sons,2023-12-20
463,Pretty Garden Tools 128,Home & Garden,Garden Tools,"Li, Martin and Gonzalez",51.55,25.42,Reed Ltd,2023-09-11
464,Central Kitchen 294,Home & Garden,Kitchen,"Diaz, Hill and Parker",370.29,230.95,"Morgan, Smith and Logan",2023-05-01
465,Drug Decor 478,Home & Garden,Decor,Vaughn Ltd,266.02,158.09,Cook LLC,2024-09-22
466,Summer Lighting 204,Home & Garden,Lighting,Smith Group,427.33,226.08,Goodman LLC,2024-07-15
